Policy Number,Age,Years of Driving Experience,Number of Vehicles,Gender,Married,Vehicle Age,Fuel Type,Losses
167755,65,44,3,F,Married,6,P,54
102379,43,23,3,M,Married,13,P,283
161718,61,40,3,F,Married,6,P,259
175073,24,7,3,F,Married,8,P,228
137785,21,2,3,F,Married,13,P,114
160863,25,8,3,F,Married,15,P,296
165251,24,5,3,M,Married,14,P,138
161882,28,10,3,M,Single,7,P,450
136428,60,43,3,F,Single,2,P,466
196064,21,2,3,F,Single,13,D,526
171377,62,44,3,M,Married,11,P,198
195858,18,0,3,F,Single,14,P,247
197537,16,0,3,M,Single,13,D,550
151105,23,4,3,M,Single,11,D,695
163342,63,42,3,F,Single,0,D,639
105944,67,48,3,F,Single,10,P,75
196549,50,32,3,F,Single,11,P,262
176079,69,48,3,F,Single,13,P,59
156798,68,51,3,M,Single,6,P,199
188219,61,43,3,M,Single,8,P,473
131310,25,6,3,M,Married,7,D,586
187108,29,10,3,F,Married,11,P,250
178298,34,13,3,F,Married,10,P,317
183606,37,18,3,F,Single,1,D,625
117460,68,50,3,M,Single,14,P,234
169880,56,35,3,F,Married,6,P,317
168909,19,0,3,M,Single,10,D,658
105703,19,2,3,F,Married,9,P,273
139932,39,19,3,M,Single,10,P,495
103583,60,42,3,M,Single,2,P,406
134476,43,24,3,M,Married,7,P,414
142339,17,0,3,F,Single,11,D,677
113131,65,44,3,M,Married,13,P,18
129597,62,44,3,F,Married,4,P,494
136489,43,22,3,M,Married,5,P,411
179053,50,32,3,M,Married,4,D,702
146673,25,7,3,F,Married,12,P,109
135290,23,6,3,M,Single,13,P,471
194069,16,0,3,F,Single,1,D,733
192897,68,51,3,F,Single,5,P,418
161298,18,0,3,M,Married,4,D,1157
154576,54,37,3,M,Married,6,P,344
182836,30,13,3,F,Married,3,P,379
190042,63,42,3,M,Married,3,P,116
108783,16,0,3,M,Single,11,D,1045
183155,19,2,3,F,Single,11,D,506
146653,51,30,3,M,Married,6,P,368
128734,65,46,3,F,Married,5,P,261
176111,17,0,3,M,Single,15,P,356
186389,40,23,3,M,Married,8,P,395
191931,43,22,3,F,Married,2,P,391
108903,41,20,3,F,Married,8,P,337
112481,44,25,3,F,Single,1,D,530
196311,63,42,3,M,Married,13,P,178
180074,38,17,3,M,Single,15,P,343
100412,58,41,3,M,Single,10,P,481
143088,40,21,3,M,Married,6,P,355
155067,39,21,3,M,Married,2,P,390
131521,41,23,3,M,Married,12,P,356
125899,16,0,3,F,Married,13,P,104
111615,32,11,3,M,Single,8,P,438
188162,17,0,3,M,Single,13,D,620
151745,46,29,3,F,Married,10,P,310
193872,19,0,3,M,Married,14,D,642
122843,18,1,3,M,Married,15,P,244
151795,36,17,3,M,Married,5,D,533
104300,28,10,3,F,Married,12,P,315
132242,43,23,3,F,Married,7,P,358
143882,19,2,3,F,Married,11,P,137
161225,18,0,3,F,Single,11,D,582
171470,56,39,3,F,Single,14,P,271
195481,25,7,3,F,Single,13,P,356
137845,48,27,3,M,Single,3,D,807
146253,27,9,3,F,Single,10,P,470
169988,20,3,3,F,Married,13,P,462
100633,16,0,3,M,Married,1,D,1502
142931,20,1,3,M,Married,5,D,642
173882,17,0,3,F,Married,11,P,334
164488,59,42,3,M,Married,14,P,217
147503,38,21,3,F,Married,14,P,213
141607,21,2,3,M,Single,15,P,470
100067,60,43,3,M,Married,12,P,25
151334,55,37,3,F,Single,9,P,377
103917,36,15,3,F,Married,8,P,320
140467,20,2,3,M,Single,15,D,673
171546,60,42,3,M,Married,14,P,78
178102,24,7,3,F,Married,10,P,476
162740,59,38,3,F,Married,8,P,331
104920,22,4,3,F,Single,11,P,281
125550,37,19,3,F,Single,9,P,354
138021,56,36,3,F,Single,3,D,673
172080,24,6,3,F,Married,12,P,363
170014,24,6,3,M,Single,12,P,388
194615,43,25,3,F,Single,8,P,310
166336,25,7,3,M,Single,12,P,368
175106,54,37,3,M,Single,8,D,540
177767,61,43,3,M,Single,9,P,250
132675,29,10,3,F,Single,11,P,411
146726,65,48,3,M,Single,8,P,362
182411,45,28,3,F,Married,5,D,546
160037,38,21,3,M,Single,9,P,499
130006,67,48,3,F,Married,8,P,50
124229,65,47,3,M,Single,7,P,432
135832,20,1,3,M,Single,4,D,1091
191234,48,29,3,M,Single,4,D,938
104126,64,45,3,M,Single,9,P,215
150034,64,46,3,M,Married,13,P,152
109986,28,9,3,F,Married,8,P,303
167680,69,52,3,M,Married,12,P,269
198229,27,8,3,F,Married,10,P,325
194834,16,0,3,M,Married,6,P,482
198285,25,8,3,F,Married,12,P,183
135198,54,37,3,M,Married,6,P,394
132991,38,19,3,F,Married,7,P,316
127930,52,33,3,F,Married,6,P,314
177943,35,16,3,M,Married,6,P,373
160412,67,47,3,M,Married,2,P,215
141392,21,4,3,F,Single,13,P,262
111412,19,2,3,F,Married,15,P,295
148876,17,0,3,M,Single,8,D,1243
164389,59,39,3,F,Single,15,P,397
176830,24,6,3,M,Single,12,P,358
172191,34,17,3,F,Married,7,P,337
102045,30,11,3,F,Married,10,P,282
112311,37,20,3,M,Single,4,D,748
100482,31,14,3,F,Single,8,P,411
141612,67,46,3,F,Single,8,P,99
115707,25,8,3,M,Married,12,P,278
135693,17,0,3,F,Single,11,D,585
176879,55,36,3,M,Single,13,P,345
100718,64,47,3,M,Single,11,P,151
121850,70,50,3,F,Married,3,P,101
101829,55,36,3,M,Married,9,P,381
103919,24,5,3,M,Single,14,D,693
173508,30,9,3,F,Single,4,D,709
152113,16,0,3,F,Single,14,P,301
154297,21,2,3,F,Married,12,P,372
104974,25,6,3,M,Single,13,D,903
196957,34,13,3,M,Single,2,D,897
176589,33,13,3,M,Single,7,D,514
164002,61,40,3,M,Single,12,P,27
150986,54,34,3,F,Single,9,P,333
110390,21,4,3,F,Single,14,P,347
131795,23,5,3,F,Single,15,D,672
147211,68,51,3,M,Single,13,P,244
116349,68,49,3,F,Single,9,P,163
130124,67,50,3,F,Married,8,P,285
154528,69,52,3,F,Single,8,P,191
157869,49,30,3,F,Single,8,P,465
166201,44,27,3,M,Married,9,P,388
187325,19,0,3,F,Single,15,D,588
149107,58,40,3,M,Married,2,P,417
152628,63,45,3,M,Married,15,P,31
183878,36,19,3,F,Married,14,P,251
174819,28,8,3,F,Married,1,D,638
191576,20,3,3,M,Married,7,D,541
190923,51,33,3,M,Single,8,P,476
135239,25,8,3,F,Married,15,P,313
167588,40,22,3,M,Married,15,P,299
180933,29,8,3,F,Married,13,P,299
188937,19,0,3,F,Single,14,P,310
122420,41,20,3,F,Married,7,P,284
150950,66,49,3,F,Single,4,D,580
177042,43,23,3,F,Married,1,P,425
125676,61,43,3,M,Single,14,P,337
106329,20,2,3,F,Single,14,P,351
187678,45,27,3,F,Married,9,P,348
133166,41,20,3,F,Married,9,P,348
178748,61,43,3,M,Married,6,P,267
172282,21,3,3,F,Married,13,P,223
171769,18,0,3,M,Single,14,P,498
150052,42,22,3,M,Single,3,D,960
185768,54,33,3,F,Married,15,P,258
122755,19,0,3,M,Married,4,D,788
183655,24,5,3,F,Single,15,D,745
166022,54,33,3,M,Married,6,P,398
137088,62,44,3,M,Single,13,P,317
151017,35,14,3,M,Married,3,D,594
189381,19,0,3,M,Married,13,D,630
134062,67,47,3,F,Single,9,P,277
127590,22,3,3,M,Single,15,D,769
149976,68,50,3,F,Single,15,P,119
155076,60,40,3,M,Married,1,P,318
157205,69,51,3,M,Single,10,P,283
171536,52,35,3,F,Married,9,P,314
140664,67,48,3,M,Married,10,P,164
127738,17,0,3,F,Married,13,P,347
123145,63,42,3,M,Single,7,P,67
152793,52,34,3,F,Single,3,P,460
148806,67,47,3,M,Married,0,D,536
138881,70,49,3,F,Single,7,P,64
119743,20,2,3,F,Single,13,D,861
119413,30,10,3,M,Married,7,P,345
163336,36,15,3,M,Single,5,D,523
170260,20,1,3,F,Married,15,P,321
189372,43,22,3,F,Single,12,P,200
148231,21,3,3,M,Single,12,D,728
152002,27,8,3,F,Single,6,P,484
134219,52,34,3,M,Married,9,P,430
103768,68,50,3,F,Single,10,P,197
172701,39,18,3,F,Married,11,P,121
120467,60,41,3,F,Married,13,P,20
150201,69,51,3,M,Single,8,P,190
102995,64,47,3,F,Married,12,P,175
163030,62,45,3,F,Single,1,P,186
178382,47,28,3,M,Single,14,P,223
113918,21,4,3,F,Single,14,P,398
114275,40,19,3,F,Married,8,P,338
172696,63,42,3,M,Married,0,P,289
102086,65,46,3,F,Married,7,P,226
183158,42,23,3,M,Married,7,P,357
160722,17,0,3,M,Married,6,D,539
195644,16,0,3,M,Married,15,P,322
176178,65,45,3,F,Single,10,P,147
198082,16,0,3,M,Single,9,D,1154
195155,49,30,3,F,Single,7,P,430
134040,33,13,3,F,Single,14,P,275
123120,55,35,3,M,Single,9,P,440
106548,36,17,3,M,Single,2,D,630
197929,64,45,3,M,Single,9,P,396
171674,69,48,3,F,Married,3,P,66
172989,66,47,3,M,Single,3,D,599
115303,24,5,3,M,Married,11,P,150
104522,17,0,3,M,Single,2,D,1802
129497,69,52,3,M,Single,13,P,118
116156,56,36,3,F,Married,5,D,555
146770,65,44,3,M,Married,10,P,112
139403,31,13,3,M,Married,8,P,385
169626,28,9,3,F,Married,8,P,327
134240,28,8,3,M,Single,12,P,299
131332,35,16,3,F,Married,7,P,351
111210,61,40,3,F,Married,11,P,173
190878,50,31,3,F,Single,5,P,373
101991,30,13,3,F,Single,13,P,391
164817,69,52,3,M,Single,11,P,179
180629,62,44,3,F,Single,6,P,280
111443,24,6,3,M,Single,15,D,592
151754,18,0,3,M,Married,15,P,361
140462,27,7,3,F,Married,8,P,367
117465,65,48,3,M,Single,1,D,576
125989,50,31,3,M,Married,1,D,588
142619,19,1,3,M,Single,15,D,568
133894,19,0,3,M,Single,12,D,809
110540,70,49,3,F,Married,0,P,354
171994,49,30,3,F,Married,8,P,308
151465,17,0,3,M,Married,14,P,317
136864,21,4,3,M,Married,11,D,544
187338,39,22,3,M,Married,7,P,377
124872,19,1,3,M,Married,11,P,207
100774,60,42,3,F,Married,1,P,240
167556,49,29,3,F,Married,15,P,252
152602,34,15,3,F,Married,9,P,357
182020,61,43,3,F,Single,8,P,264
151402,60,40,3,F,Married,5,P,48
180377,20,1,3,F,Married,6,P,319
149862,45,27,3,F,Single,8,P,396
169741,69,49,3,M,Married,6,P,333
154060,21,3,3,M,Single,13,D,742
184209,70,49,3,M,Married,11,P,55
194998,16,0,3,F,Married,1,D,691
145799,62,45,3,M,Married,1,P,408
127301,24,7,3,M,Single,13,P,461
181822,34,14,3,M,Married,7,P,326
141556,32,15,3,F,Married,1,P,474
168542,58,40,3,M,Single,2,D,581
181712,70,51,3,M,Single,6,P,360
116935,30,12,3,F,Single,4,D,535
105762,39,19,3,M,Single,10,P,417
149161,68,51,3,F,Single,2,D,660
107220,18,0,3,F,Single,8,D,551
152856,28,8,3,F,Married,5,P,453
118796,61,40,3,M,Married,8,P,149
155359,54,34,3,F,Single,15,P,284
117028,23,4,3,F,Single,9,P,485
144106,34,13,3,F,Married,1,D,525
147285,31,12,3,M,Married,9,P,384
122645,45,25,3,M,Single,13,P,191
196513,69,49,3,F,Single,1,P,392
184209,65,47,3,M,Single,6,P,424
124942,19,2,3,M,Single,9,D,1287
165375,24,6,3,M,Single,11,P,331
182239,70,50,3,F,Single,6,P,70
177456,67,50,3,F,Married,2,P,204
122045,43,22,3,M,Single,10,P,471
137811,22,4,3,F,Single,13,P,198
163031,23,5,3,M,Single,0,D,1157
189163,53,32,3,M,Single,14,P,340
150679,57,38,3,F,Married,9,P,289
109587,58,41,3,M,Single,13,P,351
153295,45,25,3,M,Single,6,D,519
188049,28,9,3,F,Married,4,D,568
160811,16,0,3,M,Married,11,P,290
165703,26,7,3,M,Married,10,P,407
126933,60,42,3,F,Married,1,P,162
151801,40,21,3,M,Single,6,P,470
125838,23,5,3,F,Married,7,P,252
116996,25,7,3,F,Married,8,P,323
172427,68,49,3,M,Married,10,P,202
109721,40,20,3,F,Married,9,P,349
135753,24,7,3,M,Married,15,P,415
198776,18,0,3,M,Married,13,P,262
161581,41,23,3,M,Married,11,P,162
119913,21,2,3,F,Married,2,D,591
143798,20,2,3,F,Single,12,D,615
186192,65,48,3,F,Married,7,P,214
153348,32,12,3,F,Single,3,D,518
190876,50,30,3,M,Married,4,P,440
178968,49,31,3,F,Married,14,P,309
156161,29,11,3,M,Single,6,P,445
107371,50,31,3,M,Married,11,P,135
153194,63,44,3,M,Single,13,P,251
112861,45,26,3,M,Single,14,P,222
102823,64,46,3,F,Married,3,P,257
120108,20,1,3,F,Single,14,P,319
195853,55,35,3,M,Single,9,P,458
196908,16,0,3,F,Single,12,P,429
110243,20,3,3,M,Single,14,P,432
122133,53,36,3,M,Single,10,P,411
131803,69,52,3,M,Married,10,P,239
115871,28,8,3,F,Married,13,P,175
151216,66,46,3,F,Single,2,P,442
190668,36,19,3,M,Single,9,P,484
167489,47,28,3,M,Married,0,D,564
163020,22,3,3,F,Single,11,P,353
110851,38,21,3,M,Married,13,P,255
171296,25,6,3,M,Married,14,P,399
190145,39,21,3,F,Married,2,P,364
148788,34,16,3,M,Married,15,P,385
119962,18,0,3,F,Married,15,P,145
127206,58,41,3,F,Single,6,P,468
138802,65,44,3,M,Married,8,P,35
104190,25,7,3,M,Single,14,P,443
181772,25,8,3,M,Married,11,P,278
138028,19,1,3,F,Single,14,D,690
114426,59,40,3,M,Married,9,P,381
198612,30,10,3,F,Married,6,P,310
163043,42,24,3,M,Married,8,P,320
152542,47,28,3,F,Single,8,P,451
182099,52,31,3,F,Married,0,P,460
155337,16,0,3,F,Married,2,P,458
119535,25,6,3,M,Married,12,P,382
177873,67,47,3,F,Married,9,P,117
166827,27,6,3,F,Married,13,P,256
161803,64,45,3,F,Single,15,P,122
124577,21,3,3,M,Single,12,D,538
154580,57,40,3,M,Married,8,P,395
174112,52,33,3,M,Single,5,D,531
122422,69,49,3,M,Single,10,P,427
158183,56,38,3,M,Single,15,P,289
194545,22,3,3,M,Single,11,D,743
119298,43,24,3,M,Married,11,P,340
190541,20,1,3,F,Married,14,P,278
179760,39,18,3,M,Single,6,D,501
159655,64,45,3,M,Single,14,P,21
153123,45,25,3,M,Married,0,P,361
125962,30,10,3,M,Married,13,P,285
136365,44,25,3,M,Married,14,P,252
139938,68,47,3,F,Married,0,P,293
192236,18,0,3,M,Married,11,P,316
184801,25,8,3,F,Married,14,P,151
180380,25,8,3,F,Single,1,D,1355
114647,61,41,3,F,Single,0,P,259
108015,33,16,3,F,Married,15,P,299
131572,34,16,3,M,Married,11,P,286
154638,57,38,3,M,Married,9,P,396
154585,64,47,3,M,Married,6,P,35
156249,65,46,3,F,Single,14,P,132
197322,22,4,3,M,Married,14,P,419
123935,41,24,3,F,Married,11,P,336
158813,43,25,3,F,Single,3,D,618
180189,61,41,3,M,Single,7,P,404
182189,27,8,3,M,Married,9,P,347
189219,47,28,3,F,Single,14,P,320
174189,68,50,3,M,Married,11,P,64
172927,16,0,3,M,Single,15,D,516
174930,26,6,3,M,Married,11,P,201
166127,37,17,3,M,Married,10,P,330
169731,46,27,3,M,Married,4,D,593
109498,18,0,3,F,Married,11,P,278
199192,66,49,3,M,Married,1,P,311
145687,36,19,3,F,Married,10,P,369
128711,25,6,3,F,Married,9,D,511
123043,67,50,3,M,Single,9,P,109
131347,29,12,3,M,Married,12,P,210
159897,61,41,3,M,Married,15,P,218
113090,25,7,3,M,Single,15,D,948
177938,62,45,3,F,Single,5,P,400
178921,23,5,3,M,Single,9,D,1049
192349,68,50,3,M,Single,6,P,331
172164,42,23,3,F,Single,7,P,408
108632,56,35,3,M,Married,7,P,344
124698,34,13,3,M,Married,12,P,329
183284,16,0,3,F,Single,11,D,591
188998,43,26,3,M,Married,1,D,591
138643,35,15,3,F,Single,1,P,454
165062,21,2,3,F,Married,15,P,238
159600,17,0,3,M,Single,15,D,1351
148302,18,0,3,M,Single,11,D,531
177910,21,4,3,F,Married,10,P,334
102452,64,47,3,M,Single,4,P,49
187544,25,8,3,F,Married,12,P,482
127948,26,9,3,M,Married,9,P,340
145233,38,19,3,M,Married,5,D,613
159534,39,19,3,F,Single,0,D,839
139137,18,0,3,F,Single,5,D,677
104762,67,48,3,M,Single,7,P,494
111146,60,40,3,M,Married,7,P,325
170771,25,6,3,M,Married,11,D,535
179802,18,1,3,F,Married,14,P,362
120964,66,45,3,M,Single,0,P,236
178046,55,35,3,F,Single,10,P,477
136760,49,31,3,F,Single,5,D,745
182874,16,0,3,F,Married,14,P,383
127373,64,46,3,M,Married,3,P,429
110050,22,4,3,F,Single,8,D,636
102432,21,4,3,F,Single,14,P,208
138819,63,46,3,F,Single,7,P,217
147151,27,9,3,F,Single,15,P,269
152613,16,0,3,M,Married,11,P,161
199423,70,50,3,F,Single,12,P,268
180038,32,13,3,M,Married,14,P,226
109334,53,34,3,F,Single,13,P,297
169222,62,41,3,F,Single,10,P,61
183297,20,2,3,M,Single,11,D,684
119734,28,11,3,F,Single,10,P,414
166963,66,49,3,F,Married,2,P,303
195401,32,14,3,F,Single,4,D,663
190307,52,33,3,M,Single,12,P,239
143653,48,29,3,M,Single,4,D,726
199850,40,19,3,F,Married,9,P,343
102838,55,36,3,F,Single,10,P,449
196068,45,26,3,M,Single,9,P,375
199600,60,43,3,F,Married,1,P,123
146423,59,42,3,M,Married,12,P,391
182730,52,34,3,M,Married,7,P,330
179794,44,27,3,F,Single,10,P,438
173544,60,42,3,F,Married,6,P,120
181317,64,44,3,F,Married,15,P,244
158363,29,8,3,M,Single,9,P,477
114172,68,48,3,M,Single,4,P,481
174479,20,3,3,M,Married,10,P,435
168414,66,49,3,M,Single,13,P,253
164700,70,49,3,F,Married,15,P,35
108573,39,22,3,M,Married,14,P,296
113983,19,0,3,F,Married,8,P,443
147844,53,35,3,M,Married,8,P,401
114333,65,44,3,F,Single,6,P,324
188043,23,6,3,M,Single,9,D,642
146318,31,10,3,M,Single,10,P,431
189185,69,51,3,M,Single,15,P,196
162314,38,21,3,F,Married,3,D,583
149280,18,0,3,F,Single,9,D,683
185025,24,6,3,M,Single,15,D,815
176791,31,12,3,F,Single,1,D,640
101704,49,28,3,M,Married,4,P,447
166467,16,0,3,M,Married,10,D,610
184066,25,6,3,F,Married,7,P,387
150607,62,41,3,M,Single,12,P,154
118881,60,41,3,F,Married,13,P,20
105227,59,41,3,F,Married,6,P,326
189545,20,3,3,M,Married,13,P,468
146369,25,8,3,F,Married,11,P,140
194623,58,41,3,F,Single,11,P,210
168063,25,7,3,F,Married,7,P,387
151354,25,8,3,F,Married,14,P,429
121299,38,21,3,M,Married,9,P,334
121205,67,50,3,M,Married,13,P,86
133518,69,51,3,M,Married,1,P,219
124743,65,46,3,M,Married,1,P,376
112009,21,3,3,M,Married,13,P,363
100873,41,24,3,F,Married,8,P,360
151447,65,48,3,M,Married,3,D,643
152543,63,45,3,M,Single,8,P,448
164097,25,7,3,M,Single,13,D,700
182446,16,0,3,M,Single,14,P,379
171534,17,0,3,M,Married,12,P,442
189795,69,48,3,F,Single,10,P,183
117941,20,2,3,F,Married,11,P,156
111389,18,0,3,M,Single,9,D,1022
120427,58,41,3,M,Single,11,P,190
157886,24,6,3,F,Single,12,P,483
195842,21,3,3,M,Married,12,P,232
148016,55,37,3,F,Single,9,P,426
119290,36,16,3,M,Married,0,D,616
116468,60,42,3,F,Single,14,P,63
196693,37,17,3,F,Single,10,P,379
162718,62,45,3,M,Single,5,P,73
173913,18,0,3,F,Single,13,D,514
100066,68,47,3,F,Single,0,P,87
173754,70,53,3,M,Married,9,P,331
111789,41,20,3,F,Married,13,P,238
125738,23,6,3,F,Married,14,P,155
164769,39,18,3,M,Single,5,D,656
153760,36,16,3,F,Married,5,D,575
142178,19,0,3,M,Married,11,P,355
183239,70,49,3,F,Married,11,P,47
127928,49,28,3,M,Single,12,P,241
189311,63,44,3,M,Married,10,P,63
141141,45,24,3,M,Married,7,P,412
155877,60,41,3,M,Married,15,P,208
196666,42,24,3,M,Single,15,P,279
153885,21,2,3,M,Single,11,D,693
151161,24,7,3,M,Single,15,D,1030
150280,16,0,3,F,Single,6,D,541
147235,47,26,3,F,Married,9,P,353
163150,24,6,3,M,Married,12,D,574
152651,63,42,3,M,Single,8,P,157
136602,19,1,3,F,Single,13,P,413
194881,61,44,3,M,Single,9,P,127
145549,49,31,3,F,Married,5,P,361
198838,47,28,3,M,Single,7,D,551
107127,63,46,3,M,Married,14,P,97
132026,49,28,3,M,Single,10,P,402
123408,61,42,3,F,Married,8,P,169
111967,65,47,3,F,Married,12,P,126
137161,34,15,3,M,Single,10,P,497
154647,62,45,3,F,Single,0,D,603
138443,18,0,3,F,Single,13,P,492
183593,59,42,3,F,Married,7,P,345
122986,57,39,3,M,Married,1,D,636
112206,48,28,3,M,Single,7,P,462
101096,39,21,3,M,Single,14,P,401
195382,21,3,3,M,Single,12,D,771
134587,54,34,3,F,Married,5,P,498
120585,66,46,3,F,Married,5,D,562
111341,24,6,3,M,Married,12,P,388
107467,32,12,3,F,Single,9,P,477
116759,64,45,3,F,Married,7,P,264
118859,29,12,3,M,Married,7,P,356
126308,25,8,3,M,Single,9,D,806
152982,52,32,3,F,Married,8,P,362
152028,36,15,3,F,Single,13,P,313
152486,61,44,3,F,Married,14,P,132
113260,53,33,3,F,Single,3,D,772
159291,48,29,3,M,Married,10,P,367
199395,34,14,3,M,Single,9,P,424
106410,31,14,3,F,Married,4,D,524
108773,61,44,3,M,Single,2,D,511
174301,68,48,3,M,Single,7,P,153
184183,61,41,3,F,Married,13,P,24
169323,61,41,3,M,Single,8,P,346
122986,64,46,3,F,Married,13,P,109
169873,36,19,3,M,Married,8,P,384
160302,63,44,3,F,Single,6,P,312
148448,66,49,3,F,Single,12,P,122
156933,61,44,3,F,Married,14,P,263
164279,22,3,3,M,Single,6,D,953
144098,24,5,3,F,Married,13,P,119
121393,66,47,3,F,Single,14,P,127
129524,24,7,3,F,Single,10,D,534
161510,67,50,3,M,Single,11,P,16
179974,57,38,3,F,Single,9,P,440
170065,58,38,3,M,Single,9,P,394
167677,21,3,3,F,Married,12,P,221
124808,16,0,3,F,Married,3,D,761
169959,47,29,3,M,Single,12,P,315
180410,68,50,3,M,Single,5,P,269
146664,18,1,3,M,Single,13,P,355
147831,20,1,3,F,Single,2,D,676
166914,19,2,3,F,Married,9,P,379
197999,53,32,3,F,Married,1,D,671
143190,23,4,3,M,Married,14,D,511
167792,18,0,3,F,Married,13,P,198
159549,35,17,3,F,Single,1,D,648
180810,58,38,3,F,Married,8,P,315
101017,64,45,3,M,Single,12,P,208
126478,65,47,3,M,Single,5,P,435
196095,66,49,3,M,Single,7,P,269
187464,20,3,3,M,Single,11,P,495
108103,62,42,3,F,Single,14,P,426
154679,19,1,3,M,Single,12,D,728
174835,64,44,3,F,Married,11,P,202
157859,46,28,3,F,Married,11,P,188
129252,45,25,3,M,Single,4,P,487
195216,60,41,3,F,Single,8,P,298
127896,53,32,3,F,Single,10,P,402
189507,24,6,3,M,Single,6,D,832
144777,25,8,3,F,Single,6,P,491
189034,69,51,3,M,Married,13,P,186
193011,16,0,3,M,Single,15,P,341
190483,23,4,3,F,Single,15,P,301
141420,17,0,3,M,Married,15,P,439
111406,59,40,3,F,Married,10,P,326
192890,49,28,3,M,Married,10,P,371
174628,26,9,3,F,Single,15,P,265
108985,58,37,3,M,Married,11,P,139
170673,67,50,3,M,Married,10,P,279
134273,65,47,3,M,Married,3,P,82
102861,25,7,3,F,Single,15,P,251
108504,19,0,3,F,Single,13,D,524
158096,69,49,3,M,Single,8,P,317
138407,61,41,3,M,Single,7,P,340
184022,17,0,3,M,Married,7,D,506
199990,22,5,3,F,Single,13,D,575
122452,26,7,3,F,Married,3,D,571
167994,65,44,3,M,Single,6,P,187
124822,67,46,3,F,Single,13,P,102
153983,57,36,3,M,Married,14,P,350
157574,20,1,3,F,Single,14,D,574
181496,66,47,3,M,Married,3,D,622
100217,23,5,3,M,Single,6,D,898
112584,69,50,3,M,Single,10,P,369
138505,56,37,3,M,Married,13,P,283
126569,35,17,3,F,Single,8,P,467
142072,21,3,3,F,Single,13,P,411
159016,65,48,3,M,Married,8,P,149
160895,34,13,3,M,Married,14,P,315
149006,44,26,3,F,Single,6,P,442
112609,24,7,3,F,Married,13,P,189
189518,26,5,3,F,Single,3,D,685
182135,29,8,3,F,Married,2,D,634
184258,18,0,3,M,Married,15,P,357
136707,28,8,3,F,Married,7,P,278
154647,19,1,3,M,Single,15,D,747
135676,58,39,3,M,Married,1,D,612
154939,51,30,3,F,Married,12,P,310
140422,37,17,3,M,Married,9,P,376
165744,60,42,3,F,Married,12,P,173
163420,20,3,3,F,Single,9,D,689
141901,38,21,3,M,Single,0,D,748
125236,42,22,3,M,Single,15,P,220
181383,60,40,3,F,Single,9,P,148
132179,22,5,3,M,Single,1,D,1269
149219,18,0,3,F,Married,11,P,369
172836,69,52,3,M,Single,2,P,60
135578,50,29,3,F,Single,9,P,461
191725,60,39,3,F,Married,14,P,43
113449,46,25,3,M,Single,14,P,408
188733,60,40,3,M,Married,14,P,135
180788,18,0,3,M,Single,10,D,896
168337,18,1,3,F,Married,14,P,176
109977,66,49,3,M,Single,1,P,193
172581,16,0,3,F,Single,11,D,550
169546,27,8,3,F,Married,6,P,295
106416,21,2,3,F,Married,11,P,311
137319,64,45,3,F,Single,8,P,220
150250,52,31,3,M,Married,11,P,291
158650,51,34,3,M,Single,13,P,340
108668,17,0,3,M,Single,12,D,558
123723,68,50,3,M,Single,7,P,216
122103,48,29,3,M,Single,3,D,639
157001,20,3,3,F,Single,12,P,147
106644,29,10,3,F,Married,9,P,305
145328,64,44,3,M,Single,5,P,342
161585,60,43,3,F,Single,14,P,29
184086,43,23,3,M,Single,12,P,286
131296,37,16,3,F,Married,2,P,487
189426,48,30,3,M,Single,0,P,489
147615,18,1,3,F,Single,10,P,469
191591,59,38,3,M,Married,14,P,334
188395,18,1,3,M,Married,10,D,694
116564,64,43,3,M,Single,11,P,63
128483,28,9,3,F,Single,7,P,370
125100,66,47,3,M,Single,2,P,265
101508,60,41,3,F,Married,7,P,49
114520,29,10,3,F,Married,12,P,214
184220,69,52,3,F,Married,3,P,128
109367,17,0,3,F,Single,12,P,358
124897,68,51,3,M,Married,2,D,506
178888,51,30,3,M,Single,13,P,450
104141,64,43,3,F,Single,14,P,111
192342,59,42,3,M,Single,8,P,481
181746,56,39,3,F,Single,10,P,382
106882,52,32,3,F,Single,9,P,398
173120,64,46,3,F,Married,2,P,437
157482,24,6,3,F,Married,12,P,304
152382,68,50,3,F,Single,6,P,363
178508,64,46,3,M,Single,14,P,78
141433,64,45,3,M,Married,6,P,107
188017,68,51,3,M,Married,7,P,63
151382,44,24,3,M,Married,3,D,791
132712,56,36,3,M,Married,7,P,381
127518,61,42,3,F,Single,2,P,228
131698,41,21,3,F,Married,1,D,570
106311,63,44,3,M,Single,7,P,51
106514,43,26,3,M,Single,8,P,446
198995,19,0,3,M,Single,15,D,537
191537,25,8,3,M,Married,12,P,184
117438,42,22,3,F,Single,0,D,712
167862,17,0,3,M,Married,14,P,478
140989,60,40,3,F,Single,10,P,400
132178,20,1,3,F,Single,12,D,589
118700,43,25,3,F,Single,4,P,434
117435,55,37,3,M,Single,8,P,471
128316,44,27,3,F,Married,0,D,525
